Gene.symbol	Gene.ID	adj.P.Val	logFC
JAK1	3716	2.72928051752739e-10	-1.12473585364286
FAM124B	79843	2.89686410621728e-10	1.58900532756463
IL3RA	3563	2.9193105310012e-10	1.9106070164898
IL16	3603	2.9193105310012e-10	-1.30454265421088
CYTL1	54360	2.9193105310012e-10	2.56250573951587
PRKD2	25865	2.94008770941931e-10	-1.55113699268027
SUV39H2	79723	2.97945265340176e-10	1.51269238286849
TIE1	7075	2.97945265340176e-10	1.68926053299887
RUVBL2	10856	2.97945265340176e-10	1.16773512258844
EML4///ALK	27436///238	2.97945265340176e-10	-1.53790148926303
SLC6A16	28968	3.01199306541425e-10	-1.38714356391837
STIL	6491	3.0395921356328e-10	1.69696632443537
MNS1	55329	3.09792770407729e-10	1.94453583457256
LOC100131541	100131541	3.11281888810971e-10	-2.0718839022721
EREG	2069	3.21409249557897e-10	2.67188918917008
MROH7-TTC4///MROH7	100527960///374977	3.26185094652174e-10	0.935491528756234
PYGM	5837	3.29718804902925e-10	-1.45867855052721
HDLBP	3069	3.40352681318129e-10	0.776226100970526
LOC283588	283588	3.40352681318129e-10	-1.38439199684014
SIL1	64374	3.40352681318129e-10	0.8338924583356
		3.44550605113326e-10	-1.38557489511111
ENTPD4	9583	3.4456133682105e-10	-0.917005286879816
AIFM1	9131	3.55221375210732e-10	1.42001436098753
SGPP1	81537	3.55221375210732e-10	-1.24103639651474
RBBP8	5932	3.8805040832322e-10	1.66105049663832
SPN	6693	3.95267804942695e-10	1.84425587597166
E2F1	1869	3.97373562447031e-10	0.819638286413834
INPP5K	51763	4.00370093971866e-10	-0.925497785866211
DYNC2LI1	51626	4.01483171822205e-10	1.09076904013832
HERPUD2	64224	4.02059238301538e-10	-1.06125762656236
KIF4B///KIF4A	285643///24137	4.0595877663725e-10	1.29674081636168
DOCK7	85440	4.07064321770502e-10	1.78028740301588
TP53I3	9540	4.15102355500159e-10	1.47768020019388
MEIS1	4211	4.17539440941505e-10	3.84381492650227
MSL3	10943	4.26406582766582e-10	-1.01506665041043
LMTK2	22853	4.31683897640423e-10	-1.32383989845125
PRDX3	10935	4.31683897640423e-10	1.30449500178232
RASA2	5922	4.34247338323184e-10	-1.45386379417914
SOCS6	9306	4.46842484182858e-10	1.98105585551701
PHF8	23133	4.46842484182858e-10	-0.632371798552152
CXCL2	2920	4.49076862766046e-10	2.0697485136678
ABHD17A	81926	4.64944569535963e-10	-0.910275649798184
CLPB	81570	4.71220434003576e-10	1.04605299798186
PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	4.78262174502669e-10	1.45794816205329
TRANK1	9881	4.9161299372974e-10	-1.82222723881292
APBA3	9546	5.00362218937255e-10	-0.868730494218819
CHMP7	91782	5.00362218937255e-10	-1.59933406636281
CCNE1	898	5.00362218937255e-10	1.57367175200453
CEP85L	387119	5.03146615389281e-10	-2.09348870784807
GINS3	64785	5.04352850804586e-10	1.41005554280159
		5.04997650369859e-10	0.893839544895696
CKAP2L	150468	5.04997650369859e-10	1.89476618703969
PP13439	100128046	5.14581989638192e-10	1.82921319065079
MTCH2	23788	5.24213868936487e-10	1.16459267396599
TCAF2P1///TCAF2	653691///285966	5.39295664330942e-10	-1.33864194768254
ATP5B	506	5.42589036160894e-10	0.90613410601134
PIEZO2	63895	5.42970033185727e-10	1.9048860760771
COL4A5	1287	5.43723637789666e-10	0.925391141573701
		5.52355300607138e-10	2.37648786159864
AQP1///AQP1	358///358	5.61677229652188e-10	1.37456685901134
PCBD1	5092	5.6542365859675e-10	1.665978692661
RACGAP1	29127	5.9032135111665e-10	1.24879916500227
IGSF10	285313	6.0310082621445e-10	3.10337514562472
TMEM140	55281	6.05187415042196e-10	-2.0537792825839
		6.13491718566679e-10	1.42847122210091
CANX	821	6.21868820845559e-10	0.91752836170069
PCGF5	84333	6.27051287017847e-10	-1.32610161984467
FAM103A1	83640	6.27051287017847e-10	-0.9202858755034
RAB28	9364	6.29871558136988e-10	-1.03698635166213
CTPS1	1503	6.29871558136988e-10	1.69105491816893
STARD10	10809	6.41473437018379e-10	-1.24532186460544
PFAS	5198	6.7185954014514e-10	1.03402248146145
		6.7185954014514e-10	-1.90442149607596
RUSC2	9853	6.7185954014514e-10	1.30595200658844
IMPDH2	3615	6.72057018579789e-10	1.33895440736622
HAVCR2	84868	6.8310539709647e-10	2.00183699073016
HIST1H3H///HIST1H2AI	8357///8329	6.83179176687131e-10	2.26119410765534
HBD	3045	6.89921921703684e-10	3.08403686212018
LPAR4	2846	7.13899471434447e-10	1.88703198399887
GOLGA8R///GOLGA8O///GOLGA8N	101059918///728047///643699	7.21186700119936e-10	2.66116588276758
FBXL14	144699	7.99132997405253e-10	-0.709693388953512
PTTG1	9232	8.01825798403543e-10	1.27859597014853
SLC27A2	11001	8.09127741017477e-10	2.87837900868934
CNTROB	116840	8.22646480807791e-10	0.969234609340138
SUPT16H	11198	8.25765216001751e-10	1.0126594840136
RPN2	6185	8.26465609991086e-10	1.09475564791498
ISY1-RAB43///RAB43	100534599///339122	8.28583246863804e-10	-1.53548098286735
		8.28583246863804e-10	-1.9636385390805
SMCHD1	23347	8.35970027255373e-10	-1.22259174282993
ZBTB2	57621	8.36538724766021e-10	-0.957498434570293
IQSEC1	9922	8.45483331731386e-10	-1.80696462268934
		8.45500194210921e-10	-1.5625404399864
CD36	948	8.68164100318233e-10	4.07533112537756
VSIG1	340547	8.88507259233572e-10	-3.12615281122902
RALGAPB	57148	8.92881182225775e-10	-0.563073295495458
PXMP2	5827	8.92881182225775e-10	1.1934202829898
MYCN	4613	9.08931117113421e-10	2.25336346476758
BTN3A2	11118	9.12982978050897e-10	-1.62674160715533
		9.21125089226139e-10	-1.15951819467007
RASSF5	83593	9.22252101341785e-10	-1.3879984475805
IDH2	3418	9.2919098350784e-10	0.971369824419501
CCT2	10576	9.33019945277045e-10	1.71413962777665
FAM98C	147965	9.37287127516778e-10	-0.723162706714285
POLA1	5422	9.37287127516778e-10	1.53866690862359
CKAP5	9793	9.52014582808235e-10	1.39055137867574
RIC3	79608	9.73668575455245e-10	-1.89386707344558
ZNF496///ZNF496	84838///84838	9.75917545920392e-10	0.755338092214289
SLC39A8	64116	9.78966544651323e-10	1.70736459690816
FAM223A///FAM223B	100132967///286967	9.88049196198001e-10	-1.13922553509977
MIR10A	406902	9.89145883239453e-10	0.922298864123583
PPARD	5467	9.94258264595721e-10	-1.32398636423583
BSG	682	1.00473422168e-09	1.28914738652494
GPR15	2838	1.02819513280953e-09	-2.66803159914059
LOC100131826	100131826	1.03572180510301e-09	1.9573809174025
PLAU	5328	1.03751295618296e-09	1.47277311938776
TTF2	8458	1.05416792866341e-09	1.29125527858503
STK4	6789	1.08351189363557e-09	-0.964573010896824
SNORD75	692195	1.08354863541401e-09	1.8147418737415
ZNF33A	7581	1.10807700449352e-09	-1.17414400593877
IL4R	3566	1.12276904589716e-09	-1.97038027790023
POLD4	57804	1.16449807812214e-09	-1.02182875939909
PSMA6	5687	1.16519255011914e-09	1.22651673583447
SLC17A9	63910	1.19443632979832e-09	1.70286403080953
MLC1	23209	1.23709327554983e-09	2.57996738389683
CAPNS1	826	1.25206227617255e-09	0.908768467241497
TMC6	11322	1.29552363021518e-09	-0.970284204823126
		1.30468679626239e-09	-1.42722294373923
FAM102A	399665	1.31627813783882e-09	-2.18612387670294
ADCY2	108	1.31910051336071e-09	1.22177643461225
IRF9	10379	1.32998032383745e-09	-1.30714599659296
TM2D3	80213	1.41840769798813e-09	-0.968834810739225
FAM46A	55603	1.42500464823335e-09	2.07278087629479
CREBRF	153222	1.46510108570467e-09	-1.64052491969728
LAMTOR4	389541	1.46577796559818e-09	-1.02392868449546
TMEM2	23670	1.46577796559818e-09	-1.90829679764625
RNASE2	6036	1.48554959402628e-09	3.93552028796259
PHPT1	29085	1.48850105524193e-09	0.849901453819732
STIP1	10963	1.49640565213933e-09	1.0929825900567
RBSN	64145	1.49684934091575e-09	-0.805482181081632
MALT1	10892	1.54995875012009e-09	-1.55232164796372
TMEM243	79161	1.55710613910364e-09	-1.65152640664852
RAB7B	338382	1.56191894422842e-09	0.800357542376415
MGST2	4258	1.57949046193087e-09	2.19128939726304
		1.59603169348915e-09	1.18955305687868
TTC33	23548	1.60599601758919e-09	-1.02107086177891
		1.60632172226406e-09	1.52056328905102
RXFP1	59350	1.62679250935975e-09	2.17158276776984
RCC2	55920	1.64562986887446e-09	1.05929675937756
LSR	51599	1.66967309733352e-09	-1.26418689068934
CHKA	1119	1.66967309733352e-09	1.40960556317801
HILPDA	29923	1.75725787183025e-09	1.27291346909524
NPRL2	10641	1.7793085240575e-09	-0.882274890048751
C16orf54	283897	1.82776878271853e-09	-1.21974889910997
STK17A	9263	1.84385952636244e-09	-1.74872272131179
IRF2BP2	359948	1.85596075147558e-09	0.916644929818595
ABCA7	10347	1.89597316956403e-09	-1.10444167521315
		1.91583250441986e-09	0.819731869512466
AFMID	125061	1.91583250441986e-09	1.16880498706576
METTL25	84190	2.01801931710377e-09	-1.01310756669615
CMBL	134147	2.031386759016e-09	2.25167983868027
KIF21B	23046	2.03580828016783e-09	-1.48301762484807
BTN3A3	10384	2.04253625806573e-09	-1.53784739955442
SERPINB9P1	221756	2.04253625806573e-09	-1.84271785590703
TAGAP	117289	2.07662468007125e-09	-1.93331928934807
YWHAE	7531	2.08421854647487e-09	1.39420094074036
ZBTB8B///ZBTB8A	728116///653121	2.13649737327918e-09	1.59690331776644
SMYD3	64754	2.14759578065854e-09	1.26836824697733
CDK4	1019	2.15748499446879e-09	1.46945223402721
LINC00921	283876	2.15748499446879e-09	-1.55565102527437
MAD2L1	4085	2.15748499446879e-09	1.80726379155442
CXCL3	2921	2.16803215704908e-09	1.25315514365307
CCT6A	908	2.22519762534811e-09	1.50129290781406
GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	101059918///100132979///729786///728047///653720///653125///653075///653073///653061///643699///390535///283796	2.23103981685184e-09	2.00696278840136
BRPF3	27154	2.39885694922643e-09	-0.917099284197271
HMGXB3	22993	2.42242344500157e-09	0.971533389012474
MALAT1	378938	2.45185498579017e-09	-1.09534172795805
UHRF1BP1	54887	2.51236789844229e-09	1.14203538562018
PCSK7	9159	2.55045552192238e-09	-1.10060173687982
GCSAML	148823	2.56771363244974e-09	2.80025297073696
ETS2	2114	2.56771363244974e-09	2.3072588583526
COA7	65260	2.56771363244974e-09	1.3335965784025
POLM	27434	2.60197678971965e-09	-0.888219258944442
RAB44	401258	2.60544231974952e-09	1.73526480441497
MITF	4286	2.62460430084812e-09	1.3506280004263
BET1L	51272	2.71142744259106e-09	-0.920703952558954
OCM///OCM2	654231///4951	2.81222305492059e-09	-0.97073138680272
GPSM3	63940	2.81592054027587e-09	-1.14784160610998
MIR29A	407021	2.87615080127902e-09	-1.34654225146599
ATM	472	2.88391976067741e-09	-1.40868605940363
DMWD	1762	2.95329917634933e-09	-0.839183994467117
RAVER2	55225	3.02321532802294e-09	2.20060073943878
		3.0870001312133e-09	1.71152905686849
SLC35E2B	728661	3.24391567922635e-09	-0.804608371880955
HSPD1	3329	3.27265927172107e-09	1.16392702748073
IRF2	3660	3.28336482916917e-09	-1.78051643743991
ARHGAP45	23526	3.33820587666071e-09	-1.09497635026077
KLHL22	84861	3.35884772836379e-09	-0.904747042487528
DCUN1D5	84259	3.44873498895186e-09	1.30514595104195
		3.45857004006731e-09	1.17855412878006
SELT	51714	3.50704570000738e-09	-0.902984632054412
DUSP3	1845	3.55189707087647e-09	1.50708814995805
EIF2AK4	440275	3.55584877590789e-09	1.36073802414853
GPX1	2876	3.57580005034259e-09	2.04970586395465
		3.58575193464567e-09	2.06506985846939
ATP2A2	488	3.58575193464567e-09	0.929689554433111
C4orf46	201725	3.68579332283706e-09	1.36794961087302
SUGT1P1	441394	3.77534862308136e-09	1.45404377357823
RAN	5901	3.77534862308136e-09	1.58895448293084
SELM///SELM	140606///140606	3.81930653660096e-09	-1.12451842819047
S100Z	170591	3.82704975490672e-09	2.62621064128345
VAT1	10493	3.82704975490672e-09	1.11949826395125
CEP55	55165	3.8286654139836e-09	1.60427463340023
TMCO6	55374	3.92087742136525e-09	-0.807223213238091
PROM1	8842	3.95860089146085e-09	3.50223780437982
STT3A	3703	4.11013269951941e-09	1.10079124559297
CYTH1	9267	4.29997269388427e-09	-1.29188780930839
BACE1	23621	4.3249786942027e-09	1.40192748119955
TRIM39-RPP21///TRIM39	202658///56658	4.40876421528264e-09	-0.865410477517006
LIG3	3980	4.52734231715687e-09	1.00269265025738
WNT10A	80326	4.57943828855354e-09	-0.666217644766438
CD34	947	4.58295263524488e-09	3.78719466711452
SCYL3	57147	4.58780011788075e-09	-1.03698179529478
TRIM4	89122	4.63578169918274e-09	-1.11597415805442
RBL2	5934	4.65141738893685e-09	-1.19111282665079
SMOX	54498	4.73368500466911e-09	1.6067125252551
TUBA1C	84790	4.74014884979063e-09	1.32447995060431
		4.7552573600974e-09	-1.40333131120181
GANAB	23193	4.7552573600974e-09	0.971363790494332
MPL	4352	5.00833774678083e-09	1.27030902004762
RNF111	54778	5.04183964195062e-09	-1.183555271517
CDKL5	6792	5.05546460771682e-09	-1.85605496991043
QPRT	23475	5.09826252830244e-09	1.26096567312245
MED11	400569	5.20395846419925e-09	-1.03502671497619
SFI1	9814	5.30471765946826e-09	-0.765503106702944
RPS6KB2	6199	5.33989662356321e-09	-0.775976395074825
PGBD3///ERCC6	267004///2074	5.48164802317819e-09	-0.711133981580497
HIST2H2BE	8349	5.48479316894493e-09	1.65244434038662
PITPNC1	26207	5.53425109234783e-09	-2.23193438609184
TCP11L2	255394	5.61478019659961e-09	-2.09064514736621
TROAP	10024	5.61478019659961e-09	1.26070622407597
RFX8	731220	5.63705277041555e-09	1.79313764221089
SPSB3	90864	5.73100260781715e-09	-0.605362882815188
DNM1L	10059	5.84776362890559e-09	1.24885781984807
EHD1	10938	5.89298907913092e-09	-1.20901766823129
TMEM45B	120224	5.9308984199245e-09	-1.88720527182426
TNFAIP1	7126	5.97045601225621e-09	-0.881716109092969
RAPGEF1	2889	6.00738606188663e-09	-1.07746956103855
TUBA1B	10376	6.14134096075986e-09	0.854647764908167
MTHFD1	4522	6.14961433629741e-09	1.77050859481973
MMRN1	22915	6.15524579706612e-09	2.77742745314059
		6.19168062942755e-09	-1.10885394344331
SLC29A1	2030	6.24784789172509e-09	1.68888335604082
		6.26009298573919e-09	1.03515545570522
SNORD78	692198	6.29462028785613e-09	1.69198702829818
ACTG1	71	6.34992236014235e-09	0.636103377653068
G6PC3	92579	6.45680381396148e-09	1.15231298354649
SUGP2	10147	6.5687013238261e-09	0.958394556230164
C19orf48	84798	6.62716504202243e-09	0.985801954376416
		6.82955230014008e-09	-1.02531327317573
VNN2	8875	6.86357983773417e-09	-3.02284771403628
ZNF398	57541	6.91424301465882e-09	-1.04728459224717
EPC2	26122	6.96346013217052e-09	-0.994255825693877
		7.07018044010812e-09	0.894479241756237
LOC100996333///ADGRA3	100996333///166647	7.07545923733072e-09	2.8340477885034
TARBP1	6894	7.07922799644854e-09	1.96877296225737
ANKRD13A	88455	7.08276691503267e-09	-1.09724768922789
PCF11	51585	7.08276691503267e-09	-0.850407680486398
SLC30A4	7782	7.13608701156533e-09	-2.14217426326984
SLC43A3///PRG2	29015///5553	7.36723906626991e-09	1.70257236978799
ALDH18A1	5832	7.93883486529886e-09	2.19186692410658
NEK2	4751	7.9805707962979e-09	1.40870902127891
MMP19	4327	8.00517070382525e-09	0.944289195571431
SAP30L	79685	8.08644467534767e-09	-0.816452141827664
		8.24751558978827e-09	1.69131377973016
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1	729423///728643///664721///664709///144983///3178	8.24751558978827e-09	1.39668847275057
TTC7B	145567	8.32332392690822e-09	1.92019685848073
		8.3702826367634e-09	-1.19517690221769
CC2D1B	200014	8.56886914119192e-09	-0.661514143624718
ACTA2-AS1	100132116	8.56886914119192e-09	-1.1790682937415
CAT	847	8.58937088109919e-09	1.70498036346486
KNTC1	9735	8.59023328922871e-09	1.33667071995352
XPO1	7514	8.59023328922871e-09	0.931961156825395
HADHA	3030	8.76124646020277e-09	0.838493002454655
		8.88061778869434e-09	-0.693267067210884
WRAP73	49856	8.91393933427132e-09	-0.794524052586167
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP	101059918///728047///653720///653125///653075///653073///653061///643699///390535	8.97547046452271e-09	2.21741409829026
PDGFC	56034	8.9802605930482e-09	2.35481540587869
ASB6	140459	9.18010893463087e-09	-0.799690631975054
NAGA	4668	9.28121934547701e-09	1.45210152242177
SDSL	113675	9.48513461468442e-09	0.974117191462587
ZC3H6	376940	9.48513461468442e-09	-1.3089759475907
MTHFD2	10797	9.5689100661641e-09	1.2923054754025
CD151	977	9.57998193111929e-09	1.33190588399887
HMGB2	3148	9.59617631012897e-09	1.24787440879252
SEMA4D	10507	1.00097809120568e-08	-1.19214464721542
		1.00270250298302e-08	1.63645199656916
		1.00927328845934e-08	1.19004241985261
TSGA13///COPG2	114960///26958	1.03111124849721e-08	0.796978614131521
LINS1	55180	1.04158620178388e-08	-1.19254579738662
C1orf132///MIR29C	100128537///407026	1.04317610504851e-08	-1.92200192268481
NCAPD3	23310	1.11224473589214e-08	1.07831353407257
ADGRL3	23284	1.12739552392332e-08	1.68116452851361
PIEZO2	63895	1.12739552392332e-08	1.58931639140817
THAP1	55145	1.15561288824031e-08	-0.743187821122449
PIEZO2	63895	1.18793017158565e-08	1.72979309921542
DCTPP1	79077	1.19505792956535e-08	1.32512609054649
RASGRP1	10125	1.19639954888679e-08	-3.03558222286848
DDX21	9188	1.24406690352457e-08	1.14680831716893
HOXB-AS3	404266	1.25894905684496e-08	0.721783871108843
		1.26964722844491e-08	-1.53274012378911
PSMA1	5682	1.30148521040037e-08	1.07057862966893
FABP5P3///FABP5	220832///2171	1.3039820780953e-08	2.11857596850227
PIM2	11040	1.30977065831284e-08	-1.76539514470861
PLK1	5347	1.31704042942296e-08	1.91021684922676
ZNF101	94039	1.34000243222681e-08	-1.45183821085487
EIF5B	9669	1.34424914138482e-08	1.31281013537075
CCNA1	8900	1.36333746298994e-08	2.31671020398073
REM2	161253	1.37162633502751e-08	-1.60742502130272
HIST1H2AH	85235	1.37516808361143e-08	2.03735780622562
HOMER3	9454	1.37516808361143e-08	1.58183332173583
FOXO1	2308	1.38556972751094e-08	-1.09084419767687
VRK3	51231	1.41261789607956e-08	-0.670772409123581
TBC1D17	79735	1.41640668882242e-08	-0.727149189386619
ATF3	467	1.42046779369819e-08	2.0614442760839
GART	2618	1.44276288230432e-08	1.465582347
SP140	11262	1.46053465448978e-08	-2.30392633617687
PARP2	10038	1.47590069593894e-08	1.40002856204535
AMN1	196394	1.47930356535333e-08	-1.67038877801247
KAT6A	7994	1.48919896180131e-08	-0.92876795428344
EPC1///ASXL2	80314///55252	1.49462643860806e-08	-0.980916152695009
NFKB2	4791	1.49607262153359e-08	-1.16572888619954
BCAT1	586	1.50385053141609e-08	2.40401696969501
CARNS1	57571	1.51659332052531e-08	-0.742249564748299
GFI1	2672	1.52111256013897e-08	1.75293543885828
LRRC41	10489	1.52893455203624e-08	0.919879122842405
FAM76A	199870	1.52893455203624e-08	-0.853983537335599
DBP	1628	1.55068609216218e-08	-0.77568763000113
ANKRD37	353322	1.55910651254599e-08	-0.893005174217686
SFPQ	6421	1.56733608821486e-08	0.869794071680277
FBXO8	26269	1.58472437534891e-08	-0.969189512800455
DKC1	1736	1.59566162572716e-08	1.01862234959183
PTGR1	22949	1.62273276228792e-08	1.68143568281406
MACC1	346389	1.62273276228792e-08	2.53140293629252
PSMD12	5718	1.63597703462558e-08	0.757450569561223
ANKRD50	57182	1.65473791330876e-08	2.2822594224093
RALGPS1	9649	1.6703063334765e-08	-1.07094312996145
PLD1	5337	1.67262861329955e-08	2.64055965123016
EPSTI1	94240	1.69867258882139e-08	-2.08938812312245
PLXND1	23129	1.71687279504309e-08	2.06387956461905
FAM218A	152756	1.72869068081256e-08	-1.07218370487188
SEMA4B	10509	1.73027173863404e-08	-1.41817063023356
C1orf52	148423	1.74633810721194e-08	-0.788244465395692
QSOX1	5768	1.74633810721194e-08	1.39588660375964
PKD2	5311	1.74633810721194e-08	1.60595177181065
RAB44	401258	1.7513425030675e-08	1.54865945192404
NLRC5	84166	1.76700482699827e-08	-1.49382376401814
EIF4G1	1981	1.77142466739173e-08	0.891793960775508
ING3	54556	1.78370689627437e-08	-0.807047701907028
ZMAT5	55954	1.82488068290677e-08	-0.689245051027209
AP2M1	1173	1.84349528052785e-08	0.914741137046494
		1.88127790668559e-08	2.11184578341837
RNASE3	6037	1.89448175364482e-08	2.26664119169955
USP49	25862	1.93673090114532e-08	0.974204564318595
		2.00452804630829e-08	-1.2329967079229
		2.00459336639773e-08	2.19867663939456
CEP128	145508	2.00717216564255e-08	1.57118467892177
ATP2C1	27032	2.03447048325317e-08	1.26701236338776
POLE	5426	2.05404804682689e-08	1.01355206199093
MYOF	26509	2.05404804682689e-08	2.2092234254932
SLC12A9	56996	2.05951557506762e-08	-1.35550596231066
PPP4R1L	55370	2.05995554491016e-08	-1.47086885169728
BCL2L2-PABPN1///BCL2L2	100529063///599	2.07600593173498e-08	0.931108238162134
CDC42SE1	56882	2.0774195741162e-08	-1.2841516309229
SP140L	93349	2.0774195741162e-08	-1.44748990405102
SLC25A45	283130	2.07743979988311e-08	-1.043802022661
		2.07743979988311e-08	1.01411647430952
ALS2	57679	2.08492897962078e-08	1.34861451066667
		2.13120473601323e-08	1.85525150227664
ALDOC	230	2.16642555405516e-08	-1.62344639076757
B3GALNT2	148789	2.18979851853896e-08	1.23358052452495
DYRK3	8444	2.19228054345516e-08	1.44356442985941
		2.22310722174371e-08	-1.41505363290816
WHSC1L1	54904	2.23769142416246e-08	-0.6914885907483
